Date,Time,Trade No.,Price,Effect,Legs
2/13/2014,2:45:00 PM CST,24,0.99,debit,"buy to open 1 x $186 call exp. 3/31/2014 (46 DTE); sell to open 1 x $190 call exp. 3/31/2014 (46 DTE)"
2/27/2014,2:45:00 PM CST,24,1.58,credit,"sell to close 1 x $186 call exp. 3/31/2014 (32 DTE); buy to close 1 x $190 call exp. 3/31/2014 (32 DTE)"
2/27/2014,2:45:00 PM CST,25,0.75,debit,"buy to open 1 x $189 call exp. 4/11/2014 (43 DTE); sell to open 1 x $192 call exp. 4/11/2014 (43 DTE)"
3/7/2014,2:45:00 PM CST,25,1.17,credit,"sell to close 1 x $189 call exp. 4/11/2014 (35 DTE); buy to close 1 x $192 call exp. 4/11/2014 (35 DTE)"
3/7/2014,2:45:00 PM CST,26,0.83,debit,"buy to open 1 x $191 call exp. 4/19/2014 (43 DTE); sell to open 1 x $194 call exp. 4/19/2014 (43 DTE)"
3/31/2014,2:45:00 PM CDT,26,0.22,credit,"sell to close 1 x $191 call exp. 4/19/2014 (19 DTE); buy to close 1 x $194 call exp. 4/19/2014 (19 DTE)"
3/31/2014,2:45:00 PM CDT,27,0.78,debit,"buy to open 1 x $191 call exp. 5/17/2014 (47 DTE); sell to open 1 x $194 call exp. 5/17/2014 (47 DTE)"
4/28/2014,2:45:00 PM CDT,27,0.34,credit,"sell to close 1 x $191 call exp. 5/17/2014 (19 DTE); buy to close 1 x $194 call exp. 5/17/2014 (19 DTE)"
4/28/2014,2:45:00 PM CDT,28,0.84,debit,"buy to open 1 x $190.5 call exp. 6/6/2014 (39 DTE); sell to open 1 x $193.5 call exp. 6/6/2014 (39 DTE)"
5/16/2014,2:45:00 PM CDT,28,0.58,credit,"sell to close 1 x $190.5 call exp. 6/6/2014 (21 DTE); buy to close 1 x $193.5 call exp. 6/6/2014 (21 DTE)"
5/16/2014,2:45:00 PM CDT,29,0.83,debit,"buy to open 1 x $191 call exp. 6/30/2014 (45 DTE); sell to open 1 x $194 call exp. 6/30/2014 (45 DTE)"
5/27/2014,2:45:00 PM CDT,29,1.45,credit,"sell to close 1 x $191 call exp. 6/30/2014 (34 DTE); buy to close 1 x $194 call exp. 6/30/2014 (34 DTE)"
5/27/2014,2:45:00 PM CDT,30,0.88,debit,"buy to open 1 x $194 call exp. 7/19/2014 (53 DTE); sell to open 1 x $197 call exp. 7/19/2014 (53 DTE)"
6/5/2014,2:45:00 PM CDT,30,1.41,credit,"sell to close 1 x $194 call exp. 7/19/2014 (44 DTE); buy to close 1 x $197 call exp. 7/19/2014 (44 DTE)"
6/5/2014,2:45:00 PM CDT,31,0.76,debit,"buy to open 1 x $197 call exp. 7/19/2014 (44 DTE); sell to open 1 x $200 call exp. 7/19/2014 (44 DTE)"
6/30/2014,2:45:00 PM CDT,31,0.77,credit,"sell to close 1 x $197 call exp. 7/19/2014 (19 DTE); buy to close 1 x $200 call exp. 7/19/2014 (19 DTE)"
6/30/2014,2:45:00 PM CDT,32,0.35,debit,"buy to open 1 x $199 call exp. 8/16/2014 (47 DTE); sell to open 1 x $200 call exp. 8/16/2014 (47 DTE)"
7/28/2014,2:45:00 PM CDT,32,0.42,credit,"sell to close 1 x $199 call exp. 8/16/2014 (19 DTE); buy to close 1 x $200 call exp. 8/16/2014 (19 DTE)"
7/28/2014,2:45:00 PM CDT,33,1.33,debit,"buy to open 1 x $200 call exp. 9/5/2014 (39 DTE); sell to open 1 x $205 call exp. 9/5/2014 (39 DTE)"
8/15/2014,2:45:00 PM CDT,33,0.22,credit,"sell to close 1 x $200 call exp. 9/5/2014 (21 DTE); buy to close 1 x $205 call exp. 9/5/2014 (21 DTE)"
8/15/2014,2:45:00 PM CDT,34,0.35,debit,"buy to open 1 x $199 call exp. 9/30/2014 (46 DTE); sell to open 1 x $200 call exp. 9/30/2014 (46 DTE)"
8/21/2014,2:45:00 PM CDT,34,0.59,credit,"sell to close 1 x $199 call exp. 9/30/2014 (40 DTE); buy to close 1 x $200 call exp. 9/30/2014 (40 DTE)"
8/21/2014,2:45:00 PM CDT,35,0.62,debit,"buy to open 1 x $202.5 call exp. 10/3/2014 (43 DTE); sell to open 1 x $205 call exp. 10/3/2014 (43 DTE)"
9/12/2014,2:45:00 PM CDT,35,0.23,credit,"sell to close 1 x $202.5 call exp. 10/3/2014 (21 DTE); buy to close 1 x $205 call exp. 10/3/2014 (21 DTE)"
9/12/2014,2:45:00 PM CDT,36,0.9,debit,"buy to open 1 x $201.5 call exp. 10/24/2014 (42 DTE); sell to open 1 x $204.5 call exp. 10/24/2014 (42 DTE)"
10/3/2014,2:45:00 PM CDT,36,0.3,credit,"sell to close 1 x $201.5 call exp. 10/24/2014 (21 DTE); buy to close 1 x $204.5 call exp. 10/24/2014 (21 DTE)"
10/3/2014,2:45:00 PM CDT,37,0.9,debit,"buy to open 1 x $200.5 call exp. 11/14/2014 (42 DTE); sell to open 1 x $203.5 call exp. 11/14/2014 (42 DTE)"
10/24/2014,2:45:00 PM CDT,37,0.55,credit,"sell to close 1 x $200.5 call exp. 11/14/2014 (21 DTE); buy to close 1 x $203.5 call exp. 11/14/2014 (21 DTE)"
10/24/2014,2:45:00 PM CDT,38,0.96,debit,"buy to open 1 x $201 call exp. 12/5/2014 (42 DTE); sell to open 1 x $204.5 call exp. 12/5/2014 (42 DTE)"
10/31/2014,2:45:00 PM CDT,38,1.87,credit,"sell to close 1 x $201 call exp. 12/5/2014 (35 DTE); buy to close 1 x $204.5 call exp. 12/5/2014 (35 DTE)"
10/31/2014,2:45:00 PM CDT,39,1,debit,"buy to open 1 x $206 call exp. 12/12/2014 (42 DTE); sell to open 1 x $210 call exp. 12/12/2014 (42 DTE)"
11/21/2014,2:45:00 PM CST,39,1.74,credit,"sell to close 1 x $206 call exp. 12/12/2014 (21 DTE); buy to close 1 x $210 call exp. 12/12/2014 (21 DTE)"
11/21/2014,2:45:00 PM CST,40,0.81,debit,"buy to open 1 x $209 call exp. 1/2/2015 (42 DTE); sell to open 1 x $212 call exp. 1/2/2015 (42 DTE)"
12/12/2014,2:45:00 PM CST,40,0.18,credit,"sell to close 1 x $209 call exp. 1/2/2015 (21 DTE); buy to close 1 x $212 call exp. 1/2/2015 (21 DTE)"
12/12/2014,2:45:00 PM CST,41,1.12,debit,"buy to open 1 x $206 call exp. 1/23/2015 (42 DTE); sell to open 1 x $210 call exp. 1/23/2015 (42 DTE)"
12/18/2014,2:45:00 PM CST,41,1.9,credit,"sell to close 1 x $206 call exp. 1/23/2015 (36 DTE); buy to close 1 x $210 call exp. 1/23/2015 (36 DTE)"
12/18/2014,2:45:00 PM CST,42,1.27,debit,"buy to open 1 x $210 call exp. 1/30/2015 (43 DTE); sell to open 1 x $215 call exp. 1/30/2015 (43 DTE)"
1/9/2015,2:45:00 PM CST,42,0.39,credit,"sell to close 1 x $210 call exp. 1/30/2015 (21 DTE); buy to close 1 x $215 call exp. 1/30/2015 (21 DTE)"
1/9/2015,2:45:00 PM CST,43,0.98,debit,"buy to open 1 x $210 call exp. 2/20/2015 (42 DTE); sell to open 1 x $214 call exp. 2/20/2015 (42 DTE)"
1/30/2015,2:45:00 PM CST,43,0.12,credit,"sell to close 1 x $210 call exp. 2/20/2015 (21 DTE); buy to close 1 x $214 call exp. 2/20/2015 (21 DTE)"
1/30/2015,2:45:00 PM CST,44,1.26,debit,"buy to open 1 x $205.5 call exp. 3/13/2015 (42 DTE); sell to open 1 x $210 call exp. 3/13/2015 (42 DTE)"
2/3/2015,2:45:00 PM CST,44,2.15,credit,"sell to close 1 x $205.5 call exp. 3/13/2015 (38 DTE); buy to close 1 x $210 call exp. 3/13/2015 (38 DTE)"
2/3/2015,2:45:00 PM CST,45,0.86,debit,"buy to open 1 x $210 call exp. 3/20/2015 (45 DTE); sell to open 1 x $213 call exp. 3/20/2015 (45 DTE)"
2/12/2015,2:45:00 PM CST,45,1.4,credit,"sell to close 1 x $210 call exp. 3/20/2015 (36 DTE); buy to close 1 x $213 call exp. 3/20/2015 (36 DTE)"
2/12/2015,2:45:00 PM CST,46,1.11,debit,"buy to open 1 x $213 call exp. 3/31/2015 (47 DTE); sell to open 1 x $217 call exp. 3/31/2015 (47 DTE)"
3/10/2015,2:45:00 PM CDT,46,0.09,credit,"sell to close 1 x $213 call exp. 3/31/2015 (21 DTE); buy to close 1 x $217 call exp. 3/31/2015 (21 DTE)"
3/10/2015,2:45:00 PM CDT,47,1.03,debit,"buy to open 1 x $209 call exp. 4/24/2015 (45 DTE); sell to open 1 x $212.5 call exp. 4/24/2015 (45 DTE)"
3/18/2015,2:45:00 PM CDT,47,1.96,credit,"sell to close 1 x $209 call exp. 4/24/2015 (37 DTE); buy to close 1 x $212.5 call exp. 4/24/2015 (37 DTE)"
3/18/2015,2:45:00 PM CDT,48,0.9,debit,"buy to open 1 x $214 call exp. 5/1/2015 (44 DTE); sell to open 1 x $217 call exp. 5/1/2015 (44 DTE)"
4/10/2015,2:45:00 PM CDT,48,0.29,credit,"sell to close 1 x $214 call exp. 5/1/2015 (21 DTE); buy to close 1 x $217 call exp. 5/1/2015 (21 DTE)"
4/10/2015,2:45:00 PM CDT,49,0.95,debit,"buy to open 1 x $213.5 call exp. 5/22/2015 (42 DTE); sell to open 1 x $216.5 call exp. 5/22/2015 (42 DTE)"
5/1/2015,2:45:00 PM CDT,49,0.67,credit,"sell to close 1 x $213.5 call exp. 5/22/2015 (21 DTE); buy to close 1 x $216.5 call exp. 5/22/2015 (21 DTE)"
5/1/2015,2:45:00 PM CDT,50,0.9,debit,"buy to open 1 x $214.5 call exp. 6/12/2015 (42 DTE); sell to open 1 x $217.5 call exp. 6/12/2015 (42 DTE)"
5/22/2015,2:45:00 PM CDT,50,0.9,credit,"sell to close 1 x $214.5 call exp. 6/12/2015 (21 DTE); buy to close 1 x $217.5 call exp. 6/12/2015 (21 DTE)"
5/22/2015,2:45:00 PM CDT,51,0.74,debit,"buy to open 1 x $216 call exp. 7/2/2015 (41 DTE); sell to open 1 x $218.5 call exp. 7/2/2015 (41 DTE)"
6/11/2015,2:45:00 PM CDT,51,0.15,credit,"sell to close 1 x $216 call exp. 7/2/2015 (21 DTE); buy to close 1 x $218.5 call exp. 7/2/2015 (21 DTE)"
6/11/2015,2:45:00 PM CDT,52,0.85,debit,"buy to open 1 x $214.5 call exp. 7/24/2015 (43 DTE); sell to open 1 x $217.5 call exp. 7/24/2015 (43 DTE)"
7/6/2015,2:45:00 PM CDT,52,0.1,credit,"sell to close 1 x $214.5 call exp. 7/24/2015 (18 DTE); buy to close 1 x $217.5 call exp. 7/24/2015 (18 DTE)"
7/6/2015,2:45:00 PM CDT,53,1.2,debit,"buy to open 1 x $212 call exp. 8/21/2015 (46 DTE); sell to open 1 x $216 call exp. 8/21/2015 (46 DTE)"
7/16/2015,2:45:00 PM CDT,53,2,credit,"sell to close 1 x $212 call exp. 8/21/2015 (36 DTE); buy to close 1 x $216 call exp. 8/21/2015 (36 DTE)"
7/16/2015,2:45:00 PM CDT,54,0.84,debit,"buy to open 1 x $216 call exp. 8/28/2015 (43 DTE); sell to open 1 x $219 call exp. 8/28/2015 (43 DTE)"
8/7/2015,2:45:00 PM CDT,54,0.04,credit,"sell to close 1 x $216 call exp. 8/28/2015 (21 DTE); buy to close 1 x $219 call exp. 8/28/2015 (21 DTE)"
8/7/2015,2:45:00 PM CDT,55,0.87,debit,"buy to open 1 x $212 call exp. 9/18/2015 (42 DTE); sell to open 1 x $215 call exp. 9/18/2015 (42 DTE)"
8/28/2015,2:45:00 PM CDT,55,0.09,credit,"sell to close 1 x $212 call exp. 9/18/2015 (21 DTE); buy to close 1 x $215 call exp. 9/18/2015 (21 DTE)"
8/28/2015,2:45:00 PM CDT,56,1.49,debit,"buy to open 1 x $205 call exp. 10/9/2015 (42 DTE); sell to open 1 x $210 call exp. 10/9/2015 (42 DTE)"
9/18/2015,2:45:00 PM CDT,56,0.24,credit,"sell to close 1 x $205 call exp. 10/9/2015 (21 DTE); buy to close 1 x $210 call exp. 10/9/2015 (21 DTE)"
9/18/2015,2:45:00 PM CDT,57,1.2,debit,"buy to open 1 x $202 call exp. 10/30/2015 (42 DTE); sell to open 1 x $206 call exp. 10/30/2015 (42 DTE)"
10/9/2015,2:45:00 PM CDT,57,1.64,credit,"sell to close 1 x $202 call exp. 10/30/2015 (21 DTE); buy to close 1 x $206 call exp. 10/30/2015 (21 DTE)"
10/9/2015,2:45:00 PM CDT,58,0.8,debit,"buy to open 1 x $207 call exp. 11/20/2015 (42 DTE); sell to open 1 x $210 call exp. 11/20/2015 (42 DTE)"
10/23/2015,2:45:00 PM CDT,58,1.62,credit,"sell to close 1 x $207 call exp. 11/20/2015 (28 DTE); buy to close 1 x $210 call exp. 11/20/2015 (28 DTE)"
10/23/2015,2:45:00 PM CDT,59,0.83,debit,"buy to open 1 x $212 call exp. 12/4/2015 (42 DTE); sell to open 1 x $215 call exp. 12/4/2015 (42 DTE)"
11/3/2015,2:45:00 PM CST,59,1.45,credit,"sell to close 1 x $212 call exp. 12/4/2015 (31 DTE); buy to close 1 x $215 call exp. 12/4/2015 (31 DTE)"
11/30/2015,2:45:00 PM CST,60,0.92,debit,"buy to open 1 x $213 call exp. 1/15/2016 (46 DTE); sell to open 1 x $216 call exp. 1/15/2016 (46 DTE)"
12/28/2015,2:45:00 PM CST,60,0.08,credit,"sell to close 1 x $213 call exp. 1/15/2016 (18 DTE); buy to close 1 x $216 call exp. 1/15/2016 (18 DTE)"
12/28/2015,2:45:00 PM CST,61,1.11,debit,"buy to open 1 x $210 call exp. 2/5/2016 (39 DTE); sell to open 1 x $214 call exp. 2/5/2016 (39 DTE)"
1/15/2016,2:45:00 PM CST,61,0.01,debit,"sell to close 1 x $210 call exp. 2/5/2016 (21 DTE); buy to close 1 x $214 call exp. 2/5/2016 (21 DTE)"
1/15/2016,2:45:00 PM CST,62,1.58,debit,"buy to open 1 x $194.5 call exp. 2/26/2016 (42 DTE); sell to open 1 x $200 call exp. 2/26/2016 (42 DTE)"
2/5/2016,2:45:00 PM CST,62,0.82,credit,"sell to close 1 x $194.5 call exp. 2/26/2016 (21 DTE); buy to close 1 x $200 call exp. 2/26/2016 (21 DTE)"
2/5/2016,2:45:00 PM CST,63,1.7,debit,"buy to open 1 x $194 call exp. 3/24/2016 (48 DTE); sell to open 1 x $200 call exp. 3/24/2016 (48 DTE)"
2/22/2016,2:45:00 PM CST,63,2.82,credit,"sell to close 1 x $194 call exp. 3/24/2016 (31 DTE); buy to close 1 x $200 call exp. 3/24/2016 (31 DTE)"
2/22/2016,2:45:00 PM CST,64,1.18,debit,"buy to open 1 x $199 call exp. 4/1/2016 (39 DTE); sell to open 1 x $203 call exp. 4/1/2016 (39 DTE)"
3/3/2016,2:45:00 PM CST,64,2,credit,"sell to close 1 x $199 call exp. 4/1/2016 (29 DTE); buy to close 1 x $203 call exp. 4/1/2016 (29 DTE)"
3/3/2016,2:45:00 PM CST,65,1.1,debit,"buy to open 1 x $204 call exp. 4/15/2016 (43 DTE); sell to open 1 x $208 call exp. 4/15/2016 (43 DTE)"
3/17/2016,2:45:00 PM CDT,65,1.74,credit,"sell to close 1 x $204 call exp. 4/15/2016 (29 DTE); buy to close 1 x $208 call exp. 4/15/2016 (29 DTE)"
3/17/2016,2:45:00 PM CDT,66,0.88,debit,"buy to open 1 x $208 call exp. 4/29/2016 (43 DTE); sell to open 1 x $211 call exp. 4/29/2016 (43 DTE)"
4/8/2016,2:45:00 PM CDT,66,0.65,credit,"sell to close 1 x $208 call exp. 4/29/2016 (21 DTE); buy to close 1 x $211 call exp. 4/29/2016 (21 DTE)"
4/8/2016,2:45:00 PM CDT,67,1.12,debit,"buy to open 1 x $209 call exp. 5/20/2016 (42 DTE); sell to open 1 x $213 call exp. 5/20/2016 (42 DTE)"
4/13/2016,2:45:00 PM CDT,67,1.76,credit,"sell to close 1 x $209 call exp. 5/20/2016 (37 DTE); buy to close 1 x $213 call exp. 5/20/2016 (37 DTE)"
4/13/2016,2:45:00 PM CDT,68,0.95,debit,"buy to open 1 x $212.5 call exp. 5/27/2016 (44 DTE); sell to open 1 x $216 call exp. 5/27/2016 (44 DTE)"
5/6/2016,2:45:00 PM CDT,68,0.16,credit,"sell to close 1 x $212.5 call exp. 5/27/2016 (21 DTE); buy to close 1 x $216 call exp. 5/27/2016 (21 DTE)"
5/6/2016,2:45:00 PM CDT,69,1.06,debit,"buy to open 1 x $210 call exp. 6/17/2016 (42 DTE); sell to open 1 x $214 call exp. 6/17/2016 (42 DTE)"
5/27/2016,2:45:00 PM CDT,69,1.59,credit,"sell to close 1 x $210 call exp. 6/17/2016 (21 DTE); buy to close 1 x $214 call exp. 6/17/2016 (21 DTE)"
5/27/2016,2:45:00 PM CDT,70,0.87,debit,"buy to open 1 x $213 call exp. 7/8/2016 (42 DTE); sell to open 1 x $216 call exp. 7/8/2016 (42 DTE)"
6/17/2016,2:45:00 PM CDT,70,0.4,credit,"sell to close 1 x $213 call exp. 7/8/2016 (21 DTE); buy to close 1 x $216 call exp. 7/8/2016 (21 DTE)"
6/17/2016,2:45:00 PM CDT,71,1.12,debit,"buy to open 1 x $212 call exp. 7/29/2016 (42 DTE); sell to open 1 x $215.5 call exp. 7/29/2016 (42 DTE)"
7/8/2016,2:45:00 PM CDT,71,1.8,credit,"sell to close 1 x $212 call exp. 7/29/2016 (21 DTE); buy to close 1 x $215.5 call exp. 7/29/2016 (21 DTE)"
7/8/2016,2:45:00 PM CDT,72,0.77,debit,"buy to open 1 x $217 call exp. 8/19/2016 (42 DTE); sell to open 1 x $220 call exp. 8/19/2016 (42 DTE)"
7/14/2016,2:45:00 PM CDT,72,1.32,credit,"sell to close 1 x $217 call exp. 8/19/2016 (36 DTE); buy to close 1 x $220 call exp. 8/19/2016 (36 DTE)"
7/14/2016,2:45:00 PM CDT,73,0.96,debit,"buy to open 1 x $220 call exp. 8/26/2016 (43 DTE); sell to open 1 x $224 call exp. 8/26/2016 (43 DTE)"
8/5/2016,2:45:00 PM CDT,73,0.77,credit,"sell to close 1 x $220 call exp. 8/26/2016 (21 DTE); buy to close 1 x $224 call exp. 8/26/2016 (21 DTE)"
8/5/2016,2:45:00 PM CDT,74,0.83,debit,"buy to open 1 x $221 call exp. 9/16/2016 (42 DTE); sell to open 1 x $224 call exp. 9/16/2016 (42 DTE)"
8/26/2016,2:45:00 PM CDT,74,0.32,credit,"sell to close 1 x $221 call exp. 9/16/2016 (21 DTE); buy to close 1 x $224 call exp. 9/16/2016 (21 DTE)"
8/26/2016,2:45:00 PM CDT,75,0.76,debit,"buy to open 1 x $220.5 call exp. 10/7/2016 (42 DTE); sell to open 1 x $223 call exp. 10/7/2016 (42 DTE)"
9/16/2016,2:45:00 PM CDT,75,0.15,credit,"sell to close 1 x $220.5 call exp. 10/7/2016 (21 DTE); buy to close 1 x $223 call exp. 10/7/2016 (21 DTE)"
9/16/2016,2:45:00 PM CDT,76,1.11,debit,"buy to open 1 x $218 call exp. 10/28/2016 (42 DTE); sell to open 1 x $221.5 call exp. 10/28/2016 (42 DTE)"
10/7/2016,2:45:00 PM CDT,76,0.72,credit,"sell to close 1 x $218 call exp. 10/28/2016 (21 DTE); buy to close 1 x $221.5 call exp. 10/28/2016 (21 DTE)"
10/7/2016,2:45:00 PM CDT,77,0.88,debit,"buy to open 1 x $220 call exp. 11/18/2016 (42 DTE); sell to open 1 x $223 call exp. 11/18/2016 (42 DTE)"
